date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id,station_name,region_name,flood
2016-08-05,23.4,33.0,27.4,75.0,,6.4,3.0,160.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-06,23.4,35.0,27.8,74.0,,7.6,3.0,210.0,1.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-07,23.6,34.3,28.1,72.0,,7.5,3.0,250.0,1.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-08,26.4,31.8,27.8,82.0,0.6,7.4,3.0,130.0,1.0,SE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-09,24.2,32.6,26.7,85.0,9.7,2.3,3.0,220.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-10,23.2,34.0,27.4,81.0,43.3,4.9,3.0,80.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-11,23.0,33.4,28.8,78.0,,8.0,4.0,120.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-12,24.8,32.8,28.0,83.0,4.0,4.5,3.0,70.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-13,26.6,32.6,28.7,75.0,0.3,7.6,3.0,270.0,2.0,S ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-14,24.7,31.0,26.1,89.0,9.9,2.8,3.0,60.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-15,24.4,31.6,27.5,83.0,19.0,1.0,3.0,60.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-16,25.6,30.7,27.7,77.0,,2.2,3.0,80.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-17,24.4,34.2,28.3,76.0,,2.0,3.0,110.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-18,25.4,33.0,27.7,82.0,2.9,7.8,3.0,190.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-19,22.0,33.9,28.5,78.0,,3.4,5.0,80.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-08-20,23.4,34.0,27.7,76.0,25.0,6.3,3.0,220.0,2.0,NE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-08-21,23.2,32.8,28.4,76.0,,9.2,3.0,260.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-22,24.2,32.0,27.5,77.0,25.2,8.0,2.0,100.0,1.0,SE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-23,24.0,33.1,27.9,79.0,21.5,7.7,2.0,230.0,0.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-24,25.0,32.4,27.5,82.0,0.1,6.1,3.0,110.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-25,24.2,32.5,26.8,81.0,1.0,7.9,2.0,280.0,1.0,S ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-26,24.2,32.0,27.6,82.0,,3.8,2.0,60.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-27,24.0,32.4,26.2,87.0,,4.3,4.0,180.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-08-28,22.6,33.2,27.3,85.0,58.0,3.3,3.0,80.0,0.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-08-29,24.6,31.2,26.2,91.0,14.5,2.7,3.0,90.0,0.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-30,24.8,32.0,25.1,93.0,0.4,4.0,3.0,200.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-08-31,23.6,33.2,27.3,85.0,58.0,1.6,3.0,90.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-01,24.6,33.6,28.1,81.0,,6.8,3.0,140.0,1.0,C ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-09-02,23.2,33.0,27.7,82.0,25.0,6.6,3.0,190.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-03,25.0,33.0,28.4,78.0,1.2,6.2,3.0,180.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-04,24.2,32.6,26.8,85.0,,6.6,2.0,70.0,0.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-05,24.8,33.2,28.4,78.0,6.0,4.0,3.0,80.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-06,24.8,32.8,27.8,81.0,,7.7,4.0,300.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-07,,34.0,27.7,79.0,0.4,5.8,3.0,260.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-09-08,23.6,31.6,27.4,82.0,11.8,6.8,2.0,250.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-09-09,24.8,33.5,28.3,76.0,0.1,2.6,4.0,100.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-10,25.6,34.0,28.9,72.0,,5.5,4.0,70.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-11,25.2,35.0,27.8,76.0,,5.9,5.0,250.0,2.0,S ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-12,24.0,34.0,29.1,66.0,,6.0,3.0,110.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-13,24.5,34.0,28.5,75.0,2.0,6.2,3.0,260.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-14,25.6,33.0,28.4,75.0,,7.7,4.0,100.0,2.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-15,23.8,33.0,26.9,86.0,42.0,5.3,3.0,210.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-09-16,23.4,32.0,27.4,82.0,14.2,4.9,3.0,70.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-17,23.8,31.8,28.1,82.0,2.0,2.5,4.0,220.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-18,25.2,32.2,27.3,89.0,9.0,2.4,2.0,120.0,0.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-19,25.2,33.0,26.2,92.0,,2.1,3.0,290.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-20,24.8,33.2,28.0,83.0,15.7,4.9,5.0,240.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-21,25.0,32.2,25.8,91.0,,8.4,3.0,280.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-22,25.2,31.5,27.7,85.0,4.4,3.8,3.0,250.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-23,24.6,33.0,28.1,80.0,,2.1,3.0,240.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-24,24.8,33.4,26.7,87.0,1.7,2.6,3.0,250.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-09-25,23.4,34.0,28.4,81.0,60.5,4.4,3.0,220.0,1.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-09-26,23.2,32.4,27.8,78.0,11.0,6.9,6.0,230.0,3.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-09-27,25.0,32.0,25.5,92.0,,4.6,3.0,220.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-28,24.2,33.0,28.2,76.0,30.9,1.9,3.0,60.0,1.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-29,23.4,33.0,27.6,83.0,25.0,4.2,3.0,200.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-09-30,24.8,29.7,26.7,86.0,6.3,7.9,2.0,180.0,1.0,N ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-01,24.8,34.0,28.4,78.0,0.5,6.5,5.0,260.0,6.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-02,24.4,32.6,27.2,80.0,,3.2,6.0,260.0,9.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-03,24.5,34.2,27.7,76.0,,3.5,3.0,230.0,4.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-04,24.4,32.9,26.6,86.0,0.2,2.2,2.0,190.0,2.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-10-05,24.2,33.8,27.1,84.0,14.5,3.2,4.0,170.0,2.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-10-06,8.7,24.0,27.7,75.0,,,19.0,250.0,3.0,NE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-07,24.3,34.4,28.7,77.0,,5.4,3.0,260.0,3.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-08,25.6,31.3,26.8,87.0,,1.5,3.0,220.0,4.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-09,24.0,33.6,27.7,80.0,3.0,4.3,3.0,90.0,5.0,S ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-10,24.0,32.9,25.4,92.0,1.5,0.0,2.0,140.0,3.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-10-11,24.1,32.6,27.0,86.0,24.0,1.4,2.0,90.0,2.0,S ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-10-12,24.8,30.6,27.1,88.0,11.0,0.0,2.0,80.0,3.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-10-13,24.8,32.2,26.6,91.0,,1.9,3.0,220.0,4.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-14,24.0,30.0,26.3,89.0,5.4,0.0,4.0,260.0,5.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-15,24.3,32.4,28.1,81.0,1.4,0.3,3.0,20.0,5.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-16,25.2,34.8,29.2,73.0,,4.9,3.0,0.0,4.0,NE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-17,25.0,34.0,28.6,75.0,,3.5,2.0,270.0,3.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-18,25.0,34.2,28.8,78.0,,3.4,4.0,80.0,3.0,S ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-19,26.4,34.4,29.1,77.0,,4.5,4.0,140.0,4.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-20,25.6,33.6,28.8,76.0,,3.4,3.0,170.0,0.0,NE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-21,25.0,33.2,26.3,88.0,,1.4,4.0,260.0,2.0,SE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-22,24.2,34.0,27.6,84.0,40.0,1.5,4.0,90.0,5.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-23,24.4,28.2,24.7,97.0,36.4,0.0,2.0,230.0,2.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,1
2016-10-24,24.0,32.8,27.0,86.0,29.0,1.4,3.0,100.0,4.0,E ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-25,23.8,33.0,27.7,66.0,9.7,7.0,4.0,130.0,5.0,SE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-26,25.3,34.2,28.6,79.0,10.5,4.9,4.0,270.0,5.0,W ,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-27,24.6,32.6,26.7,88.0,3.0,1.5,5.0,180.0,4.0,SW,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-28,24.2,31.6,26.6,90.0,41.0,0.7,3.0,270.0,3.0,SE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
2016-10-29,24.2,33.6,27.2,83.0,2.0,6.2,3.0,270.0,3.0,SE,96733,Stasiun Klimatologi Banten,Jakarta Selatan,0
